Date,"Fremont Bridge Sidewalks, south of N 34th St Total","Fremont Bridge Sidewalks, south of N 34th St Cyclist West Sidewalk","Fremont Bridge Sidewalks, south of N 34th St Cyclist East Sidewalk"
03/27/2022 01:00:00 PM,264,127,137
03/27/2022 02:00:00 PM,255,113,142
03/27/2022 03:00:00 PM,305,143,162
03/27/2022 04:00:00 PM,218,99,119
03/27/2022 05:00:00 PM,195,97,98
03/27/2022 06:00:00 PM,130,62,68
03/27/2022 07:00:00 PM,78,34,44
03/27/2022 08:00:00 PM,30,10,20
03/27/2022 09:00:00 PM,22,7,15
03/27/2022 10:00:00 PM,18,6,12
03/27/2022 11:00:00 PM,13,3,10
03/28/2022 12:00:00 AM,5,3,2
03/28/2022 01:00:00 AM,2,0,2
03/28/2022 02:00:00 AM,0,0,0
03/28/2022 03:00:00 AM,0,0,0
03/28/2022 04:00:00 AM,7,2,5
03/28/2022 05:00:00 AM,21,10,11
03/28/2022 06:00:00 AM,88,35,53
03/28/2022 07:00:00 AM,158,73,85
03/28/2022 08:00:00 AM,240,101,139
03/28/2022 09:00:00 AM,126,50,76
03/28/2022 10:00:00 AM,82,22,60
03/28/2022 11:00:00 AM,65,24,41
03/28/2022 12:00:00 PM,45,25,20
03/28/2022 01:00:00 PM,50,23,27
03/28/2022 02:00:00 PM,74,27,47
03/28/2022 03:00:00 PM,99,39,60
03/28/2022 04:00:00 PM,208,71,137
03/28/2022 05:00:00 PM,302,84,218
03/28/2022 06:00:00 PM,207,73,134
03/28/2022 07:00:00 PM,119,51,68
03/28/2022 08:00:00 PM,53,22,31
03/28/2022 09:00:00 PM,25,15,10
03/28/2022 10:00:00 PM,13,7,6
03/28/2022 11:00:00 PM,21,9,12
03/29/2022 12:00:00 AM,8,6,2
03/29/2022 01:00:00 AM,4,1,3
03/29/2022 02:00:00 AM,3,0,3
03/29/2022 03:00:00 AM,2,2,0
03/29/2022 04:00:00 AM,8,7,1
03/29/2022 05:00:00 AM,25,12,13
03/29/2022 06:00:00 AM,91,42,49
03/29/2022 07:00:00 AM,201,98,103
03/29/2022 08:00:00 AM,298,125,173
03/29/2022 09:00:00 AM,156,69,87
03/29/2022 10:00:00 AM,102,47,55
03/29/2022 11:00:00 AM,94,45,49
03/29/2022 12:00:00 PM,93,42,51
03/29/2022 01:00:00 PM,87,44,43
03/29/2022 02:00:00 PM,141,58,83
03/29/2022 03:00:00 PM,200,90,110
03/29/2022 04:00:00 PM,299,116,183
03/29/2022 05:00:00 PM,433,149,284
03/29/2022 06:00:00 PM,318,101,217
03/29/2022 07:00:00 PM,157,66,91
03/29/2022 08:00:00 PM,62,23,39
03/29/2022 09:00:00 PM,43,22,21
03/29/2022 10:00:00 PM,17,7,10
03/29/2022 11:00:00 PM,14,5,9
03/30/2022 12:00:00 AM,6,1,5
03/30/2022 01:00:00 AM,1,1,0
03/30/2022 02:00:00 AM,0,0,0
03/30/2022 03:00:00 AM,3,1,2
03/30/2022 04:00:00 AM,6,2,4
03/30/2022 05:00:00 AM,17,7,10
03/30/2022 06:00:00 AM,67,25,42
03/30/2022 07:00:00 AM,181,90,91
03/30/2022 08:00:00 AM,224,100,124
03/30/2022 09:00:00 AM,139,58,81
03/30/2022 10:00:00 AM,83,29,54
03/30/2022 11:00:00 AM,68,35,33
03/30/2022 12:00:00 PM,76,32,44
03/30/2022 01:00:00 PM,88,40,48
03/30/2022 02:00:00 PM,67,26,41
03/30/2022 03:00:00 PM,98,37,61
03/30/2022 04:00:00 PM,171,57,114
03/30/2022 05:00:00 PM,272,64,208
03/30/2022 06:00:00 PM,169,50,119
03/30/2022 07:00:00 PM,68,25,43
03/30/2022 08:00:00 PM,35,12,23
03/30/2022 09:00:00 PM,14,5,9
03/30/2022 10:00:00 PM,24,7,17
03/30/2022 11:00:00 PM,11,3,8
03/31/2022 12:00:00 AM,4,3,1
03/31/2022 01:00:00 AM,2,0,2
03/31/2022 02:00:00 AM,2,0,2
03/31/2022 03:00:00 AM,2,0,2
03/31/2022 04:00:00 AM,11,6,5
03/31/2022 05:00:00 AM,22,7,15
03/31/2022 06:00:00 AM,73,29,44
03/31/2022 07:00:00 AM,184,90,94
03/31/2022 08:00:00 AM,259,101,158
03/31/2022 09:00:00 AM,168,68,100
03/31/2022 10:00:00 AM,82,39,43
03/31/2022 11:00:00 AM,70,27,43
03/31/2022 12:00:00 PM,99,54,45
03/31/2022 01:00:00 PM,100,40,60
03/31/2022 02:00:00 PM,133,60,73
03/31/2022 03:00:00 PM,166,58,108
03/31/2022 04:00:00 PM,263,93,170
03/31/2022 05:00:00 PM,405,128,277
03/31/2022 06:00:00 PM,282,94,188
03/31/2022 07:00:00 PM,136,45,91
03/31/2022 08:00:00 PM,94,35,59
03/31/2022 09:00:00 PM,48,26,22
03/31/2022 10:00:00 PM,33,15,18
03/31/2022 11:00:00 PM,24,5,19
04/01/2022 12:00:00 AM,11,4,7
04/01/2022 01:00:00 AM,1,0,1
04/01/2022 02:00:00 AM,2,0,2
04/01/2022 03:00:00 AM,0,0,0
04/01/2022 04:00:00 AM,12,4,8
04/01/2022 05:00:00 AM,23,7,16
04/01/2022 06:00:00 AM,53,21,32
04/01/2022 07:00:00 AM,114,48,66
04/01/2022 08:00:00 AM,209,78,131
04/01/2022 09:00:00 AM,147,60,87
04/01/2022 10:00:00 AM,94,42,52
04/01/2022 11:00:00 AM,99,59,40
04/01/2022 12:00:00 PM,102,41,61
04/01/2022 01:00:00 PM,130,53,77
04/01/2022 02:00:00 PM,136,51,85
04/01/2022 03:00:00 PM,185,76,109
04/01/2022 04:00:00 PM,234,94,140
04/01/2022 05:00:00 PM,288,105,183
04/01/2022 06:00:00 PM,204,90,114
04/01/2022 07:00:00 PM,102,38,64
04/01/2022 08:00:00 PM,49,16,33
04/01/2022 09:00:00 PM,20,6,14
04/01/2022 10:00:00 PM,29,12,17
04/01/2022 11:00:00 PM,16,8,8
04/02/2022 12:00:00 AM,10,5,5
04/02/2022 01:00:00 AM,11,5,6
04/02/2022 02:00:00 AM,9,5,4
04/02/2022 03:00:00 AM,3,0,3
04/02/2022 04:00:00 AM,4,3,1
04/02/2022 05:00:00 AM,1,1,0
04/02/2022 06:00:00 AM,14,5,9
04/02/2022 07:00:00 AM,22,11,11
04/02/2022 08:00:00 AM,51,23,28
04/02/2022 09:00:00 AM,106,50,56
04/02/2022 10:00:00 AM,139,64,75
04/02/2022 11:00:00 AM,180,49,131
04/02/2022 12:00:00 PM,203,104,99
04/02/2022 01:00:00 PM,251,115,136
04/02/2022 02:00:00 PM,250,91,159
04/02/2022 03:00:00 PM,253,142,111
04/02/2022 04:00:00 PM,219,87,132
04/02/2022 05:00:00 PM,198,96,102
04/02/2022 06:00:00 PM,154,75,79
04/02/2022 07:00:00 PM,123,41,82
04/02/2022 08:00:00 PM,49,16,33
04/02/2022 09:00:00 PM,70,17,53
04/02/2022 10:00:00 PM,34,11,23
04/02/2022 11:00:00 PM,18,6,12
04/03/2022 12:00:00 AM,14,2,12
04/03/2022 01:00:00 AM,7,2,5
04/03/2022 02:00:00 AM,8,4,4
04/03/2022 03:00:00 AM,2,2,0
04/03/2022 04:00:00 AM,4,3,1
04/03/2022 05:00:00 AM,3,1,2
04/03/2022 06:00:00 AM,16,8,8
04/03/2022 07:00:00 AM,18,7,11
04/03/2022 08:00:00 AM,43,16,27
04/03/2022 09:00:00 AM,72,30,42
04/03/2022 10:00:00 AM,103,37,66
04/03/2022 11:00:00 AM,103,51,52
04/03/2022 12:00:00 PM,93,54,39
04/03/2022 01:00:00 PM,71,34,37
04/03/2022 02:00:00 PM,39,21,18
04/03/2022 03:00:00 PM,46,20,26
04/03/2022 04:00:00 PM,31,12,19
04/03/2022 05:00:00 PM,33,16,17
04/03/2022 06:00:00 PM,29,7,22
04/03/2022 07:00:00 PM,12,9,3
04/03/2022 08:00:00 PM,14,8,6
04/03/2022 09:00:00 PM,12,5,7
04/03/2022 10:00:00 PM,3,0,3
04/03/2022 11:00:00 PM,3,1,2
04/04/2022 12:00:00 AM,0,0,0
04/04/2022 01:00:00 AM,0,0,0
04/04/2022 02:00:00 AM,1,0,1
04/04/2022 03:00:00 AM,0,0,0
04/04/2022 04:00:00 AM,1,0,1
04/04/2022 05:00:00 AM,15,4,11
04/04/2022 06:00:00 AM,45,23,22
04/04/2022 07:00:00 AM,114,56,58
04/04/2022 08:00:00 AM,193,82,111
04/04/2022 09:00:00 AM,92,40,52
04/04/2022 10:00:00 AM,53,16,37
04/04/2022 11:00:00 AM,48,21,27
04/04/2022 12:00:00 PM,47,21,26
04/04/2022 01:00:00 PM,40,14,26
04/04/2022 02:00:00 PM,59,28,31
04/04/2022 03:00:00 PM,77,36,41
04/04/2022 04:00:00 PM,124,46,78
04/04/2022 05:00:00 PM,184,42,142
04/04/2022 06:00:00 PM,147,48,99
04/04/2022 07:00:00 PM,75,32,43
04/04/2022 08:00:00 PM,29,17,12
04/04/2022 09:00:00 PM,20,8,12
04/04/2022 10:00:00 PM,12,2,10
04/04/2022 11:00:00 PM,8,4,4
04/05/2022 12:00:00 AM,4,2,2
04/05/2022 01:00:00 AM,3,1,2
04/05/2022 02:00:00 AM,1,0,1
04/05/2022 03:00:00 AM,1,0,1
04/05/2022 04:00:00 AM,4,2,2
04/05/2022 05:00:00 AM,23,9,14
04/05/2022 06:00:00 AM,71,27,44
04/05/2022 07:00:00 AM,196,101,95
04/05/2022 08:00:00 AM,296,126,170
04/05/2022 09:00:00 AM,188,74,114
04/05/2022 10:00:00 AM,85,42,43
04/05/2022 11:00:00 AM,84,35,49
04/05/2022 12:00:00 PM,75,29,46
04/05/2022 01:00:00 PM,100,48,52
04/05/2022 02:00:00 PM,103,40,63
04/05/2022 03:00:00 PM,134,46,88
04/05/2022 04:00:00 PM,235,92,143
04/05/2022 05:00:00 PM,386,120,266
04/05/2022 06:00:00 PM,289,95,194
04/05/2022 07:00:00 PM,134,50,84
04/05/2022 08:00:00 PM,87,32,55
04/05/2022 09:00:00 PM,27,14,13
04/05/2022 10:00:00 PM,16,8,8
04/05/2022 11:00:00 PM,15,5,10
04/06/2022 12:00:00 AM,9,1,8
04/06/2022 01:00:00 AM,2,2,0
04/06/2022 02:00:00 AM,1,1,0
04/06/2022 03:00:00 AM,1,0,1
04/06/2022 04:00:00 AM,6,2,4
04/06/2022 05:00:00 AM,24,7,17
04/06/2022 06:00:00 AM,75,31,44
04/06/2022 07:00:00 AM,206,92,114
04/06/2022 08:00:00 AM,298,126,172
04/06/2022 09:00:00 AM,205,74,131
04/06/2022 10:00:00 AM,86,31,55
04/06/2022 11:00:00 AM,105,51,54
04/06/2022 12:00:00 PM,118,52,66
04/06/2022 01:00:00 PM,124,47,77
04/06/2022 02:00:00 PM,131,47,84
04/06/2022 03:00:00 PM,174,81,93
04/06/2022 04:00:00 PM,296,94,202
04/06/2022 05:00:00 PM,429,140,289
04/06/2022 06:00:00 PM,332,117,215
04/06/2022 07:00:00 PM,166,67,99
04/06/2022 08:00:00 PM,71,21,50
04/06/2022 09:00:00 PM,55,18,37
04/06/2022 10:00:00 PM,48,12,36
04/06/2022 11:00:00 PM,31,7,24
04/07/2022 12:00:00 AM,5,1,4
04/07/2022 01:00:00 AM,4,0,4
04/07/2022 02:00:00 AM,2,0,2
04/07/2022 03:00:00 AM,2,1,1
04/07/2022 04:00:00 AM,9,5,4
04/07/2022 05:00:00 AM,28,9,19
04/07/2022 06:00:00 AM,76,33,43
04/07/2022 07:00:00 AM,215,101,114
04/07/2022 08:00:00 AM,345,149,196
04/07/2022 09:00:00 AM,197,61,136
04/07/2022 10:00:00 AM,105,54,51
04/07/2022 11:00:00 AM,124,58,66
04/07/2022 12:00:00 PM,161,67,94
04/07/2022 01:00:00 PM,182,63,119
04/07/2022 02:00:00 PM,209,91,118
04/07/2022 03:00:00 PM,325,149,176
04/07/2022 04:00:00 PM,466,186,280
04/07/2022 05:00:00 PM,635,210,425
04/07/2022 06:00:00 PM,490,194,296
04/07/2022 07:00:00 PM,292,129,163
04/07/2022 08:00:00 PM,172,98,74
04/07/2022 09:00:00 PM,73,36,37
04/07/2022 10:00:00 PM,48,24,24
04/07/2022 11:00:00 PM,31,14,17
04/08/2022 12:00:00 AM,11,7,4
04/08/2022 01:00:00 AM,4,1,3
04/08/2022 02:00:00 AM,1,0,1
04/08/2022 03:00:00 AM,0,0,0
04/08/2022 04:00:00 AM,2,0,2
04/08/2022 05:00:00 AM,20,6,14
04/08/2022 06:00:00 AM,53,24,29
04/08/2022 07:00:00 AM,117,43,74
04/08/2022 08:00:00 AM,157,59,98
04/08/2022 09:00:00 AM,129,43,86
04/08/2022 10:00:00 AM,73,38,35
04/08/2022 11:00:00 AM,82,36,46
04/08/2022 12:00:00 PM,93,37,56
04/08/2022 01:00:00 PM,82,38,44
04/08/2022 02:00:00 PM,88,41,47
04/08/2022 03:00:00 PM,127,49,78
04/08/2022 04:00:00 PM,157,58,99
04/08/2022 05:00:00 PM,197,65,132
04/08/2022 06:00:00 PM,125,38,87
04/08/2022 07:00:00 PM,60,24,36
04/08/2022 08:00:00 PM,47,12,35
04/08/2022 09:00:00 PM,36,7,29
04/08/2022 10:00:00 PM,26,13,13
04/08/2022 11:00:00 PM,15,8,7
04/09/2022 12:00:00 AM,14,5,9
04/09/2022 01:00:00 AM,9,1,8
04/09/2022 02:00:00 AM,2,0,2
04/09/2022 03:00:00 AM,0,0,0
04/09/2022 04:00:00 AM,4,1,3
04/09/2022 05:00:00 AM,5,0,5
04/09/2022 06:00:00 AM,15,2,13
04/09/2022 07:00:00 AM,44,24,20
04/09/2022 08:00:00 AM,77,35,42
04/09/2022 09:00:00 AM,77,49,28
04/09/2022 10:00:00 AM,96,48,48
04/09/2022 11:00:00 AM,127,53,74
04/09/2022 12:00:00 PM,144,73,71
04/09/2022 01:00:00 PM,98,35,63
04/09/2022 02:00:00 PM,117,48,69
04/09/2022 03:00:00 PM,107,60,47
04/09/2022 04:00:00 PM,115,49,66
04/09/2022 05:00:00 PM,133,58,75
04/09/2022 06:00:00 PM,45,17,28
04/09/2022 07:00:00 PM,53,15,38
04/09/2022 08:00:00 PM,25,8,17
04/09/2022 09:00:00 PM,25,10,15
04/09/2022 10:00:00 PM,17,6,11
04/09/2022 11:00:00 PM,5,1,4
04/10/2022 12:00:00 AM,6,1,5
04/10/2022 01:00:00 AM,1,0,1
04/10/2022 02:00:00 AM,2,2,0
04/10/2022 03:00:00 AM,0,0,0
04/10/2022 04:00:00 AM,1,1,0
04/10/2022 05:00:00 AM,1,0,1
04/10/2022 06:00:00 AM,7,1,6
04/10/2022 07:00:00 AM,15,3,12
04/10/2022 08:00:00 AM,18,7,11
04/10/2022 09:00:00 AM,17,7,10
04/10/2022 10:00:00 AM,22,8,14
04/10/2022 11:00:00 AM,39,21,18
04/10/2022 12:00:00 PM,53,23,30
04/10/2022 01:00:00 PM,92,42,50
04/10/2022 02:00:00 PM,108,56,52
04/10/2022 03:00:00 PM,96,47,49
04/10/2022 04:00:00 PM,64,32,32
04/10/2022 05:00:00 PM,51,23,28
04/10/2022 06:00:00 PM,44,21,23
04/10/2022 07:00:00 PM,27,8,19
04/10/2022 08:00:00 PM,11,4,7
04/10/2022 09:00:00 PM,8,4,4
04/10/2022 10:00:00 PM,9,4,5
04/10/2022 11:00:00 PM,7,2,5
04/11/2022 12:00:00 AM,2,0,2
04/11/2022 01:00:00 AM,1,0,1
04/11/2022 02:00:00 AM,0,0,0
04/11/2022 03:00:00 AM,2,0,2
04/11/2022 04:00:00 AM,3,2,1
04/11/2022 05:00:00 AM,17,5,12
04/11/2022 06:00:00 AM,60,25,35
04/11/2022 07:00:00 AM,109,43,66
04/11/2022 08:00:00 AM,165,82,83
04/11/2022 09:00:00 AM,114,41,73
04/11/2022 10:00:00 AM,61,24,37
04/11/2022 11:00:00 AM,45,17,28
04/11/2022 12:00:00 PM,55,23,32
04/11/2022 01:00:00 PM,57,19,38
04/11/2022 02:00:00 PM,68,30,38
04/11/2022 03:00:00 PM,108,50,58
04/11/2022 04:00:00 PM,167,55,112
04/11/2022 05:00:00 PM,237,74,163
04/11/2022 06:00:00 PM,190,66,124
04/11/2022 07:00:00 PM,99,31,68
04/11/2022 08:00:00 PM,59,23,36
04/11/2022 09:00:00 PM,23,10,13
04/11/2022 10:00:00 PM,17,3,14
04/11/2022 11:00:00 PM,12,5,7
04/12/2022 12:00:00 AM,5,3,2
04/12/2022 01:00:00 AM,0,0,0
04/12/2022 02:00:00 AM,0,0,0
04/12/2022 03:00:00 AM,0,0,0
04/12/2022 04:00:00 AM,7,3,4
04/12/2022 05:00:00 AM,22,6,16
04/12/2022 06:00:00 AM,64,22,42
04/12/2022 07:00:00 AM,117,48,69
04/12/2022 08:00:00 AM,202,78,124
04/12/2022 09:00:00 AM,143,51,92
04/12/2022 10:00:00 AM,56,15,41
04/12/2022 11:00:00 AM,42,21,21
04/12/2022 12:00:00 PM,59,31,28
04/12/2022 01:00:00 PM,69,31,38
04/12/2022 02:00:00 PM,71,20,51
04/12/2022 03:00:00 PM,95,30,65
04/12/2022 04:00:00 PM,146,50,96
04/12/2022 05:00:00 PM,234,72,162
04/12/2022 06:00:00 PM,189,62,127
04/12/2022 07:00:00 PM,95,37,58
04/12/2022 08:00:00 PM,47,15,32
04/12/2022 09:00:00 PM,26,13,13
04/12/2022 10:00:00 PM,15,7,8
04/12/2022 11:00:00 PM,11,6,5
04/13/2022 12:00:00 AM,4,1,3
04/13/2022 01:00:00 AM,1,1,0
04/13/2022 02:00:00 AM,0,0,0
04/13/2022 03:00:00 AM,3,1,2
04/13/2022 04:00:00 AM,5,2,3
04/13/2022 05:00:00 AM,21,10,11
04/13/2022 06:00:00 AM,47,16,31
04/13/2022 07:00:00 AM,143,63,80
04/13/2022 08:00:00 AM,223,85,138
04/13/2022 09:00:00 AM,158,56,102
04/13/2022 10:00:00 AM,71,26,45
04/13/2022 11:00:00 AM,46,29,17
04/13/2022 12:00:00 PM,59,21,38
04/13/2022 01:00:00 PM,61,26,35
04/13/2022 02:00:00 PM,63,27,36
04/13/2022 03:00:00 PM,99,38,61
04/13/2022 04:00:00 PM,184,67,117
04/13/2022 05:00:00 PM,302,80,222
04/13/2022 06:00:00 PM,191,56,135
04/13/2022 07:00:00 PM,105,48,57
04/13/2022 08:00:00 PM,48,25,23
04/13/2022 09:00:00 PM,34,22,12
04/13/2022 10:00:00 PM,14,6,8
04/13/2022 11:00:00 PM,17,9,8
04/14/2022 12:00:00 AM,3,0,3
04/14/2022 01:00:00 AM,3,2,1
04/14/2022 02:00:00 AM,1,0,1
04/14/2022 03:00:00 AM,4,1,3
04/14/2022 04:00:00 AM,7,3,4
04/14/2022 05:00:00 AM,30,10,20
04/14/2022 06:00:00 AM,58,25,33
04/14/2022 07:00:00 AM,142,66,76
04/14/2022 08:00:00 AM,209,100,109
04/14/2022 09:00:00 AM,125,41,84
04/14/2022 10:00:00 AM,40,18,22
04/14/2022 11:00:00 AM,55,30,25
04/14/2022 12:00:00 PM,83,41,42
04/14/2022 01:00:00 PM,74,27,47
04/14/2022 02:00:00 PM,71,24,47
04/14/2022 03:00:00 PM,107,39,68
04/14/2022 04:00:00 PM,186,57,129
04/14/2022 05:00:00 PM,275,91,184
04/14/2022 06:00:00 PM,183,57,126
04/14/2022 07:00:00 PM,110,40,70
04/14/2022 08:00:00 PM,74,30,44
04/14/2022 09:00:00 PM,33,16,17
04/14/2022 10:00:00 PM,20,5,15
04/14/2022 11:00:00 PM,11,8,3
04/15/2022 12:00:00 AM,2,1,1
04/15/2022 01:00:00 AM,5,3,2
04/15/2022 02:00:00 AM,1,0,1
04/15/2022 03:00:00 AM,1,0,1
04/15/2022 04:00:00 AM,3,2,1
04/15/2022 05:00:00 AM,18,4,14
04/15/2022 06:00:00 AM,45,19,26
04/15/2022 07:00:00 AM,96,45,51
04/15/2022 08:00:00 AM,150,54,96
04/15/2022 09:00:00 AM,114,35,79
04/15/2022 10:00:00 AM,60,20,40
04/15/2022 11:00:00 AM,71,29,42
04/15/2022 12:00:00 PM,93,42,51
04/15/2022 01:00:00 PM,116,51,65
04/15/2022 02:00:00 PM,131,51,80
04/15/2022 03:00:00 PM,169,70,99
04/15/2022 04:00:00 PM,217,86,131
04/15/2022 05:00:00 PM,295,119,176
04/15/2022 06:00:00 PM,198,74,124
04/15/2022 07:00:00 PM,131,57,74
04/15/2022 08:00:00 PM,67,26,41
04/15/2022 09:00:00 PM,38,21,17
04/15/2022 10:00:00 PM,48,22,26
04/15/2022 11:00:00 PM,28,9,19
04/16/2022 12:00:00 AM,8,3,5
04/16/2022 01:00:00 AM,5,3,2
04/16/2022 02:00:00 AM,5,4,1
04/16/2022 03:00:00 AM,1,0,1
04/16/2022 04:00:00 AM,4,2,2
04/16/2022 05:00:00 AM,4,1,3
04/16/2022 06:00:00 AM,16,2,14
04/16/2022 07:00:00 AM,29,15,14
04/16/2022 08:00:00 AM,64,34,30
04/16/2022 09:00:00 AM,84,34,50
04/16/2022 10:00:00 AM,91,40,51
04/16/2022 11:00:00 AM,128,53,75
04/16/2022 12:00:00 PM,111,50,61
04/16/2022 01:00:00 PM,138,64,74
04/16/2022 02:00:00 PM,106,47,59
04/16/2022 03:00:00 PM,77,33,44
04/16/2022 04:00:00 PM,83,42,41
04/16/2022 05:00:00 PM,78,35,43
04/16/2022 06:00:00 PM,37,16,21
04/16/2022 07:00:00 PM,48,23,25
04/16/2022 08:00:00 PM,23,9,14
04/16/2022 09:00:00 PM,39,8,31
04/16/2022 10:00:00 PM,20,5,15
04/16/2022 11:00:00 PM,15,9,6
04/17/2022 12:00:00 AM,7,4,3
04/17/2022 01:00:00 AM,12,2,10
04/17/2022 02:00:00 AM,8,4,4
04/17/2022 03:00:00 AM,4,2,2
04/17/2022 04:00:00 AM,2,2,0
04/17/2022 05:00:00 AM,8,3,5
04/17/2022 06:00:00 AM,9,3,6
04/17/2022 07:00:00 AM,12,3,9
04/17/2022 08:00:00 AM,55,13,42
04/17/2022 09:00:00 AM,95,37,58
04/17/2022 10:00:00 AM,148,61,87
04/17/2022 11:00:00 AM,189,92,97
04/17/2022 12:00:00 PM,231,115,116
04/17/2022 01:00:00 PM,250,115,135
04/17/2022 02:00:00 PM,277,137,140
04/17/2022 03:00:00 PM,269,126,143
04/17/2022 04:00:00 PM,233,95,138
04/17/2022 05:00:00 PM,182,102,80
04/17/2022 06:00:00 PM,108,45,63
04/17/2022 07:00:00 PM,61,30,31
04/17/2022 08:00:00 PM,36,13,23
04/17/2022 09:00:00 PM,24,9,15
04/17/2022 10:00:00 PM,6,5,1
04/17/2022 11:00:00 PM,6,1,5
04/18/2022 12:00:00 AM,3,1,2
04/18/2022 01:00:00 AM,0,0,0
04/18/2022 02:00:00 AM,0,0,0
04/18/2022 03:00:00 AM,0,0,0
04/18/2022 04:00:00 AM,3,1,2
04/18/2022 05:00:00 AM,17,5,12
04/18/2022 06:00:00 AM,55,20,35
04/18/2022 07:00:00 AM,116,61,55
04/18/2022 08:00:00 AM,163,65,98
04/18/2022 09:00:00 AM,89,29,60
04/18/2022 10:00:00 AM,57,13,44
04/18/2022 11:00:00 AM,42,24,18
04/18/2022 12:00:00 PM,31,12,19
04/18/2022 01:00:00 PM,20,11,9
04/18/2022 02:00:00 PM,39,16,23
04/18/2022 03:00:00 PM,61,15,46
04/18/2022 04:00:00 PM,108,37,71
04/18/2022 05:00:00 PM,159,39,120
04/18/2022 06:00:00 PM,103,31,72
04/18/2022 07:00:00 PM,45,14,31
04/18/2022 08:00:00 PM,28,10,18
04/18/2022 09:00:00 PM,11,7,4
04/18/2022 10:00:00 PM,20,8,12
04/18/2022 11:00:00 PM,15,5,10
04/19/2022 12:00:00 AM,4,1,3
04/19/2022 01:00:00 AM,1,1,0
04/19/2022 02:00:00 AM,0,0,0
04/19/2022 03:00:00 AM,2,0,2
04/19/2022 04:00:00 AM,9,3,6
04/19/2022 05:00:00 AM,16,7,9
04/19/2022 06:00:00 AM,80,28,52
04/19/2022 07:00:00 AM,147,66,81
04/19/2022 08:00:00 AM,243,107,136
04/19/2022 09:00:00 AM,150,58,92
04/19/2022 10:00:00 AM,94,42,52
04/19/2022 11:00:00 AM,85,45,40
04/19/2022 12:00:00 PM,78,38,40
04/19/2022 01:00:00 PM,101,46,55
04/19/2022 02:00:00 PM,113,50,63
04/19/2022 03:00:00 PM,171,65,106
04/19/2022 04:00:00 PM,268,101,167
04/19/2022 05:00:00 PM,363,117,246
04/19/2022 06:00:00 PM,309,110,199
04/19/2022 07:00:00 PM,149,57,92
04/19/2022 08:00:00 PM,80,24,56
04/19/2022 09:00:00 PM,38,15,23
04/19/2022 10:00:00 PM,24,11,13
04/19/2022 11:00:00 PM,10,4,6
04/20/2022 12:00:00 AM,10,4,6
04/20/2022 01:00:00 AM,1,0,1
04/20/2022 02:00:00 AM,2,1,1
04/20/2022 03:00:00 AM,1,1,0
04/20/2022 04:00:00 AM,5,1,4
04/20/2022 05:00:00 AM,26,10,16
04/20/2022 06:00:00 AM,65,29,36
04/20/2022 07:00:00 AM,184,91,93
04/20/2022 08:00:00 AM,253,113,140
04/20/2022 09:00:00 AM,155,55,100
04/20/2022 10:00:00 AM,91,38,53
04/20/2022 11:00:00 AM,63,26,37
04/20/2022 12:00:00 PM,60,27,33
04/20/2022 01:00:00 PM,50,24,26
04/20/2022 02:00:00 PM,76,25,51
04/20/2022 03:00:00 PM,72,29,43
04/20/2022 04:00:00 PM,149,40,109
04/20/2022 05:00:00 PM,247,70,177
04/20/2022 06:00:00 PM,143,49,94
04/20/2022 07:00:00 PM,63,27,36
04/20/2022 08:00:00 PM,38,12,26
04/20/2022 09:00:00 PM,26,14,12
04/20/2022 10:00:00 PM,15,6,9
04/20/2022 11:00:00 PM,13,4,9
04/21/2022 12:00:00 AM,4,0,4
04/21/2022 01:00:00 AM,2,1,1
04/21/2022 02:00:00 AM,3,1,2
04/21/2022 03:00:00 AM,1,1,0
04/21/2022 04:00:00 AM,9,2,7
04/21/2022 05:00:00 AM,22,8,14
04/21/2022 06:00:00 AM,47,18,29
04/21/2022 07:00:00 AM,153,73,80
04/21/2022 08:00:00 AM,196,88,108
04/21/2022 09:00:00 AM,128,47,81
04/21/2022 10:00:00 AM,61,23,38
04/21/2022 11:00:00 AM,58,26,32
04/21/2022 12:00:00 PM,74,37,37
04/21/2022 01:00:00 PM,77,37,40
04/21/2022 02:00:00 PM,100,42,58
04/21/2022 03:00:00 PM,113,40,73
04/21/2022 04:00:00 PM,172,59,113
04/21/2022 05:00:00 PM,300,99,201
